hired,service_year,nvq_level,length_of_service,employee_status,monthly_leaves,average_montly_hours,handle_appointments,customer_satisfaction_level,monthly_basic_salary,yearly_increment
2020,2021,3,1,1,1,194,21,1,29000,1
2019,2020,2,1,1,4,168,11,3,34000,0
2020,2021,5,1,1,5,160,11,1,34000,0
2020,2021,3,1,1,0,209,17,3,33000,0
2015,2017,2,2,2,1,240,39,3,39000,1
2018,2019,3,1,1,1,199,19,2,28000,1
2020,2021,4,1,1,3,184,15,1,35000,0
2018,2020,2,2,2,1,244,38,2,39000,1
2019,2020,4,1,1,3,180,11,1,40000,0
2019,2021,4,2,2,5,210,28,2,39000,0
2019,2020,5,1,1,4,173,14,1,40000,0
2017,2021,3,4,2,1,248,43,3,40000,1
2017,2018,2,1,1,0,211,24,1,30000,1
2016,2021,4,5,2,5,205,22,1,38000,0
2020,2021,4,1,1,4,174,24,2,30000,0
2018,2020,4,2,2,4,219,43,3,38000,0
2015,2016,5,1,1,1,193,21,1,27000,1
2020,2021,2,1,1,5,160,22,1,33000,0
2015,2020,3,5,2,2,232,32,2,52000,1
2018,2019,3,1,1,5,165,11,1,31000,0
2017,2019,3,2,2,2,230,32,1,44000,1
2018,2019,4,1,1,4,175,12,1,38000,0
2018,2020,3,2,2,5,203,30,2,40000,0
2016,2020,4,4,2,0,264,36,2,48000,1
2016,2021,5,5,2,4,218,41,1,39000,0
2019,2021,2,2,2,2,247,39,2,38000,1
2018,2019,2,1,1,2,186,21,2,36000,1
2018,2021,4,3,2,4,227,33,1,39000,1
2015,2020,2,5,2,0,254,41,2,38000,1
2019,2020,4,1,1,5,168,23,2,37000,0
2015,2017,2,2,2,5,204,25,1,38000,0
2015,2020,3,5,2,4,226,45,3,39000,1
2018,2021,4,3,2,3,229,30,2,49000,0
2020,2021,4,1,1,1,197,15,1,34000,0
2019,2021,4,2,2,5,210,30,1,39000,0
2015,2017,4,2,2,5,209,29,1,40000,0
2015,2021,4,6,2,0,274,42,1,68000,1
2015,2020,4,5,2,0,295,42,3,39000,1
2018,2020,4,2,2,2,236,36,3,39000,1
2015,2021,5,6,2,3,224,35,3,38000,1
2018,2019,3,1,1,1,194,23,2,27000,1
2019,2020,5,1,1,2,188,16,2,34000,0
2019,2020,5,1,1,3,180,11,3,36000,0
2018,2019,3,1,1,2,192,22,2,30000,1
2020,2021,3,1,1,5,162,10,3,33000,0
2017,2020,3,3,2,0,299,43,2,53000,1
2016,2021,4,5,2,3,236,41,1,49000,1
2016,2018,3,2,2,4,214,39,3,38000,0
2019,2020,3,1,1,2,186,16,3,37000,0
2018,2019,2,1,1,0,204,12,3,38000,0
2017,2019,3,2,2,5,201,30,3,40000,0
2015,2021,4,6,2,0,261,39,2,45000,1
2020,2021,5,1,1,0,219,15,1,32000,0
2019,2021,2,2,2,4,212,31,2,38000,0
2018,2021,4,3,2,1,243,42,2,61000,1
2016,2017,4,1,1,3,176,23,2,29000,0
2016,2020,5,4,2,3,232,43,1,47000,1
2020,2021,2,1,1,3,183,23,1,37000,1
2018,2020,3,2,2,4,217,36,1,39000,0
2015,2016,2,1,1,0,219,16,1,31000,0
2016,2019,2,3,2,4,219,43,3,39000,0
2020,2021,4,1,1,4,173,23,1,34000,0
2015,2018,4,3,2,1,248,35,2,54000,1
2016,2017,3,1,1,1,198,22,1,26000,1
2020,2021,5,1,1,5,163,14,1,35000,0
2019,2020,3,1,1,5,163,12,1,40000,0
2020,2021,5,1,1,4,176,24,1,38000,0
2020,2021,2,1,1,5,160,21,1,37000,0
2016,2019,4,3,2,5,208,26,2,40000,0
2015,2019,3,1,1,1,193,25,1,27000,1
2017,2020,5,3,2,0,277,30,2,54000,0
2019,2020,5,1,1,0,215,10,3,38000,0
2017,2020,3,3,2,3,220,45,1,50000,0
2016,2018,5,2,2,0,287,40,1,50000,1
2018,2021,5,3,2,0,252,35,3,40000,1
2017,2019,3,2,2,0,299,34,2,49000,1
2017,2020,5,3,2,4,227,36,1,39000,1
2019,2021,5,2,2,1,242,41,1,67000,1
2018,2021,3,3,2,4,225,40,1,39000,1
2016,2020,5,4,2,3,220,34,1,52000,0
2020,2021,5,1,1,5,163,24,1,38000,0
2018,2021,5,3,2,2,234,31,1,55000,1
2019,2020,2,1,1,5,162,20,3,31000,0
2015,2021,2,6,2,1,241,41,3,39000,1
2019,2021,3,2,2,3,237,33,1,44000,1
2017,2021,5,4,2,5,202,25,3,38000,0
2020,2021,5,1,1,1,198,15,2,37000,0
2020,2021,3,1,1,1,193,19,2,25000,1
2018,2021,2,3,2,5,210,22,2,38000,0
2019,2021,3,2,2,5,208,30,1,39000,0
2019,2020,5,1,1,2,186,11,1,36000,0
2018,2020,4,2,2,5,200,23,3,39000,0
2018,2021,5,3,2,4,227,33,3,38000,1
2017,2021,2,4,2,3,233,35,2,40000,1
2015,2016,3,1,1,3,180,11,3,38000,0
2016,2017,3,1,1,3,183,20,2,25000,1
2019,2020,5,1,1,0,218,19,1,28000,1
2017,2021,2,4,2,2,231,45,3,39000,1
2015,2017,5,2,2,1,241,39,1,43000,1
2016,2018,5,2,2,1,243,34,1,52000,1
2015,2021,3,6,2,3,227,40,2,48000,1
2017,2020,4,3,2,5,204,30,1,39000,0
2019,2021,2,2,2,0,275,39,3,39000,1
2019,2020,5,1,1,1,194,16,3,39000,0
2019,2020,4,1,1,4,175,13,2,40000,0
2020,2021,2,1,1,4,174,20,2,36000,0
2019,2021,4,2,2,2,231,37,2,44000,1
2017,2019,2,2,2,1,247,43,3,39000,1
2018,2021,5,3,2,1,249,43,1,61000,1
2018,2021,3,3,2,1,240,33,1,53000,1
2018,2020,4,2,2,5,204,27,1,39000,0
2015,2021,2,6,2,0,259,37,2,39000,1
2020,2021,3,1,1,1,195,17,1,29000,1
2018,2019,4,1,1,1,195,13,3,32000,0
2017,2019,2,2,2,4,222,39,1,40000,1
2015,2019,2,1,1,3,182,25,3,40000,0
2019,2021,2,2,2,3,232,41,1,40000,1
2017,2021,3,4,2,3,224,37,1,41000,1
2020,2021,5,1,1,2,191,16,1,30000,0
2020,2021,5,1,1,1,192,20,1,30000,1
2018,2021,3,3,2,5,204,29,2,39000,0
2015,2020,2,5,2,3,228,35,1,40000,1
2017,2020,5,3,2,4,218,44,3,39000,0
2016,2021,4,5,2,1,248,39,2,49000,1
2015,2018,3,3,2,3,232,31,1,41000,1
2017,2020,2,3,2,0,297,45,2,39000,1
2015,2017,5,2,2,5,201,28,3,39000,0
2018,2021,3,3,2,4,218,36,1,38000,0
2016,2020,4,4,2,1,249,31,2,45000,1
2017,2018,5,1,1,1,196,17,1,32000,1
2016,2018,5,2,2,3,234,31,1,55000,1
2016,2017,3,1,1,2,191,10,1,34000,0
2020,2021,5,1,1,0,209,21,2,27000,1
2017,2021,5,4,2,4,211,39,1,39000,0
2018,2019,3,1,1,5,163,19,1,33000,0
2020,2021,3,1,1,1,194,19,2,32000,1
2018,2019,2,1,1,5,165,24,3,38000,0
2015,2017,3,2,2,1,241,42,3,39000,1
2015,2020,2,5,2,3,234,30,2,40000,0
2016,2017,2,1,1,5,164,24,1,36000,0
2015,2019,4,1,1,0,216,10,1,39000,0
2017,2018,4,1,1,5,165,15,2,34000,0
2016,2019,5,3,2,2,242,34,2,44000,1
2018,2020,3,2,2,3,229,30,1,49000,0
2018,2019,5,1,1,4,169,17,1,37000,0
2015,2017,2,2,2,5,206,29,1,39000,0
2019,2021,3,2,2,4,228,31,2,39000,1
2019,2021,5,2,2,5,205,22,2,39000,0
2017,2021,5,4,2,4,216,35,2,39000,0
2015,2016,5,1,1,4,169,19,1,32000,0
2018,2021,5,3,2,3,223,31,3,39000,1
2019,2020,2,1,1,5,161,20,2,40000,0
2019,2021,2,2,2,2,242,40,1,40000,1
2015,2016,5,1,1,4,169,18,1,36000,0
2017,2019,2,2,2,4,210,22,3,39000,0
2016,2018,2,2,2,4,221,44,1,39000,1
2019,2021,2,2,2,1,244,37,3,39000,1
2019,2021,3,2,2,0,279,32,1,51000,1
2020,2021,3,1,1,3,181,24,1,26000,1
2018,2020,2,2,2,0,259,44,3,39000,1
2019,2021,4,2,2,4,216,45,1,38000,0
2018,2019,2,1,1,1,192,17,2,31000,1
2015,2017,4,2,2,5,206,23,1,40000,0
2020,2021,3,1,1,3,180,16,2,32000,0
2017,2018,3,1,1,2,189,17,1,33000,1
2019,2020,4,1,1,5,164,15,3,38000,0
2020,2021,4,1,1,2,190,18,3,38000,0
2020,2021,4,1,1,0,220,17,2,32000,1
2016,2021,2,5,2,5,202,24,1,40000,0
2015,2016,5,1,1,3,176,14,3,37000,0
2018,2020,4,2,2,0,277,36,1,47000,1
2017,2018,2,1,1,3,180,15,1,33000,0
2020,2021,2,1,1,2,186,15,2,36000,0
2019,2020,2,1,1,5,160,15,3,38000,0
2020,2021,2,1,1,0,205,20,2,36000,1
2018,2019,5,1,1,4,176,17,2,32000,0
2016,2020,2,4,2,2,240,45,1,39000,1
2017,2020,3,3,2,0,282,33,2,46000,1
2017,2019,3,2,2,4,214,33,1,40000,0
2019,2021,5,2,2,1,248,42,1,66000,1
2016,2017,4,1,1,1,200,14,2,35000,0
2019,2020,3,1,1,1,198,23,3,34000,0
2019,2020,3,1,1,3,177,16,1,33000,0
2015,2016,4,1,1,1,197,20,2,34000,1
2017,2020,4,3,2,1,241,32,2,42000,1
2016,2018,5,2,2,3,222,33,1,53000,1
2016,2019,2,3,2,0,267,33,3,38000,1
2016,2018,2,2,2,5,202,22,2,39000,0
2015,2017,5,2,2,5,208,22,2,39000,0
2019,2021,3,2,2,0,280,37,2,46000,1
2019,2021,2,2,2,5,207,22,1,39000,0
2015,2021,4,6,2,3,224,36,2,53000,1
2015,2019,5,1,1,4,169,24,3,36000,0
2018,2021,2,3,2,0,275,31,2,39000,1
2015,2018,5,3,2,1,250,44,1,68000,1
2018,2021,3,3,2,5,203,24,1,38000,0
2017,2019,4,2,2,0,266,44,1,63000,1
2020,2021,3,1,1,5,164,23,2,37000,0
2019,2021,2,2,2,3,226,43,1,38000,1
2019,2020,4,1,1,1,195,15,1,37000,0
2015,2019,4,1,1,4,168,24,3,39000,0
2016,2019,5,3,2,0,281,39,1,46000,1
2019,2020,5,1,1,1,192,15,1,32000,0
2017,2020,2,3,2,3,225,39,1,39000,1
2018,2019,4,1,1,0,210,21,1,31000,1
2016,2017,5,1,1,3,183,22,1,26000,1
2017,2020,4,3,2,0,276,45,2,67000,1
2019,2020,2,1,1,3,183,16,1,36000,0
2018,2021,2,3,2,5,209,28,2,39000,0
2016,2021,5,5,2,1,245,37,1,42000,1
2017,2019,3,2,2,2,243,33,2,48000,1
2018,2020,5,2,2,1,244,33,3,40000,1
2015,2017,2,2,2,3,229,43,2,40000,1
2017,2020,3,3,2,2,230,31,3,40000,1
2018,2020,5,2,2,2,243,34,2,43000,1
2019,2021,2,2,2,5,201,29,1,38000,0
2015,2016,2,1,1,3,181,11,1,32000,0
2020,2021,2,1,1,2,185,15,1,37000,0
2017,2020,3,3,2,1,245,41,3,39000,1
2018,2021,4,3,2,0,250,35,2,47000,1
2018,2020,2,2,2,1,241,39,1,38000,1
2017,2019,2,2,2,1,243,45,3,40000,1
2020,2021,4,1,1,2,192,13,1,30000,0
2015,2017,2,2,2,4,225,40,3,39000,1
2017,2019,2,2,2,4,228,39,3,39000,1
2017,2021,4,4,2,2,232,32,1,41000,1
2015,2019,3,1,1,0,205,17,2,33000,1
2015,2021,2,6,2,1,242,33,1,39000,1
2019,2020,3,1,1,1,198,17,2,28000,1
2018,2021,5,3,2,5,204,26,1,40000,0
2015,2019,3,1,1,1,192,23,2,32000,1
2018,2019,4,1,1,0,220,16,1,28000,0
2018,2019,4,1,1,1,195,20,1,27000,1
2016,2019,5,3,2,1,245,37,3,39000,1
2016,2020,2,4,2,5,207,30,2,38000,0
2017,2021,4,4,2,4,226,30,1,39000,0
2020,2021,3,1,1,4,168,13,2,32000,0
2017,2018,4,1,1,5,163,21,1,30000,0
2015,2017,2,2,2,0,281,36,1,39000,1
2015,2019,4,1,1,1,192,24,2,26000,1
2017,2018,4,1,1,4,176,21,2,34000,0
2019,2021,2,2,2,0,286,33,1,39000,1
2019,2021,2,2,2,0,257,41,2,39000,1
2016,2021,3,5,2,1,245,38,2,50000,1
2018,2021,5,3,2,3,227,35,1,41000,1
2018,2021,2,3,2,3,238,39,2,39000,1
2015,2018,2,3,2,1,240,35,2,39000,1
2015,2017,3,2,2,3,224,36,1,51000,1
2019,2020,5,1,1,2,185,18,3,37000,0
2020,2021,4,1,1,0,211,16,3,34000,0
2018,2019,5,1,1,0,204,21,3,37000,0
2019,2020,3,1,1,2,187,24,1,28000,1
2016,2020,2,4,2,3,229,39,3,40000,1
2019,2021,3,2,2,3,220,37,3,39000,0
2017,2018,4,1,1,4,176,12,1,40000,0
2015,2021,2,6,2,0,255,37,3,39000,1
2017,2020,2,3,2,5,205,30,1,40000,0
2016,2021,4,5,2,0,284,41,2,68000,1
2018,2021,2,3,2,4,227,44,2,39000,1
2019,2020,3,1,1,3,176,23,3,35000,0
2020,2021,5,1,1,5,164,14,1,38000,0
2015,2018,3,3,2,3,227,43,1,50000,1
2017,2021,2,4,2,1,250,32,3,40000,1
2018,2020,4,2,2,4,224,34,3,38000,1
2018,2020,5,2,2,1,241,42,3,39000,1
2016,2018,4,2,2,4,225,38,3,39000,1
2017,2018,3,1,1,4,169,24,2,34000,0
2020,2021,5,1,1,4,176,17,2,33000,0
2018,2020,3,2,2,5,203,26,2,38000,0
2018,2019,3,1,1,0,219,24,1,32000,1
2019,2020,2,1,1,5,168,23,3,37000,0
2017,2021,5,4,2,4,226,44,1,39000,1
2020,2021,2,1,1,1,193,17,1,31000,1
2016,2018,4,2,2,4,218,32,2,39000,0
2017,2019,4,2,2,4,225,32,1,40000,1
2015,2021,5,6,2,0,252,36,1,54000,1
2015,2021,4,6,2,3,235,44,1,51000,1
2016,2021,2,5,2,1,243,33,1,38000,1
2019,2020,4,1,1,2,192,11,1,38000,0
2018,2021,5,3,2,5,207,27,1,40000,0
2019,2021,2,2,2,5,205,24,1,39000,0
2015,2019,2,1,1,5,163,23,3,39000,0
2017,2020,5,3,2,1,246,37,3,39000,1
2015,2021,3,6,2,0,290,33,1,45000,1
2019,2021,3,2,2,3,222,41,1,54000,1
2019,2020,5,1,1,3,180,14,2,31000,0
2018,2019,3,1,1,0,207,24,3,37000,0
2016,2021,5,5,2,2,234,39,2,45000,1
2020,2021,5,1,1,0,206,12,1,32000,0
2015,2019,4,1,1,4,171,18,2,36000,0
2016,2018,3,2,2,5,203,22,2,40000,0
2016,2018,3,2,2,0,293,37,2,54000,1
2017,2020,2,3,2,0,282,33,1,39000,1
2019,2021,5,2,2,0,299,33,1,41000,1
2017,2019,4,2,2,0,260,33,1,49000,1
2016,2020,5,4,2,0,252,31,1,43000,1
2020,2021,4,1,1,1,197,16,1,28000,0
2015,2019,4,1,1,0,203,15,3,35000,0
2019,2021,4,2,2,4,210,27,3,40000,0
2018,2019,3,1,1,1,194,19,3,35000,0
2020,2021,3,1,1,4,168,14,2,38000,0
2020,2021,2,1,1,2,185,10,1,32000,0
2017,2019,4,2,2,5,207,30,2,39000,0
2017,2019,4,2,2,5,206,30,2,40000,0
2018,2019,5,1,1,1,196,24,2,33000,1
2015,2016,5,1,1,4,171,15,3,32000,0
2020,2021,4,1,1,1,192,25,2,31000,1
2018,2021,3,3,2,0,251,40,3,39000,1
2017,2020,5,3,2,1,243,32,1,48000,1
2018,2021,2,3,2,2,237,37,3,38000,1
2019,2021,3,2,2,5,202,26,2,38000,0
2018,2021,5,3,2,5,207,28,1,39000,0
2017,2021,2,4,2,2,241,41,1,38000,1
2017,2021,3,4,2,1,245,33,3,39000,1
2016,2020,5,4,2,4,226,37,2,40000,1
2016,2019,5,3,2,4,213,30,3,40000,0
2017,2018,5,1,1,5,161,18,3,35000,0
2020,2021,2,1,1,0,200,17,3,35000,0
2020,2021,3,1,1,2,190,11,2,33000,0
2015,2020,2,5,2,4,213,44,1,39000,0
2016,2017,5,1,1,2,184,17,1,29000,1
2016,2018,3,2,2,1,246,30,2,53000,0
2017,2021,2,4,2,0,264,34,3,40000,1
2019,2020,3,1,1,1,198,18,2,26000,1
2015,2016,5,1,1,2,184,19,1,31000,1
2019,2021,5,2,2,4,226,45,1,40000,1
2016,2020,2,4,2,4,223,30,2,39000,0
2016,2019,2,3,2,2,241,39,1,39000,1
2020,2021,5,1,1,1,197,17,1,26000,1
2018,2020,5,2,2,3,231,36,1,44000,1
2017,2018,4,1,1,4,176,22,3,31000,0
2018,2019,4,1,1,1,199,11,2,35000,0
2016,2021,3,5,2,3,230,36,2,53000,1
2020,2021,3,1,1,0,215,20,3,31000,0
2015,2018,3,3,2,2,234,44,3,38000,1
2020,2021,4,1,1,3,181,21,3,34000,0
2016,2019,5,3,2,5,205,28,1,40000,0
2020,2021,4,1,1,3,181,17,1,30000,1
2016,2020,2,4,2,3,226,30,3,40000,0
2018,2021,5,3,2,5,204,22,3,38000,0
2017,2019,4,2,2,0,268,42,2,65000,1
2017,2019,2,2,2,3,237,41,2,39000,1
2015,2020,2,5,2,5,201,22,2,38000,0
2018,2019,4,1,1,1,198,13,3,40000,0
2016,2018,4,2,2,3,221,36,3,40000,1
2015,2018,4,3,2,3,231,37,2,42000,1
2019,2021,2,2,2,0,285,42,1,39000,1
2017,2018,5,1,1,3,184,16,2,29000,0
2019,2021,3,2,2,0,257,39,2,42000,1
2016,2021,3,5,2,3,231,39,3,40000,1
2015,2016,4,1,1,2,188,20,2,30000,1
2018,2021,3,3,2,3,234,44,2,48000,1
2015,2020,2,5,2,4,222,36,1,39000,1
2015,2016,5,1,1,1,195,13,1,31000,0
2020,2021,4,1,1,5,167,12,3,36000,0
2019,2020,5,1,1,0,218,25,3,31000,0
2015,2017,2,2,2,1,250,42,1,38000,1
2019,2020,5,1,1,0,209,17,3,38000,0
2017,2019,3,2,2,2,249,41,2,54000,1
2020,2021,3,1,1,2,188,10,1,38000,0
2018,2021,5,3,2,2,242,36,1,52000,1
2019,2021,5,2,2,5,203,26,2,39000,0
2020,2021,2,1,1,2,191,23,2,38000,1
2018,2021,4,3,2,0,274,32,1,51000,1
2020,2021,5,1,1,4,175,25,3,39000,0
2017,2020,4,3,2,2,247,41,2,64000,1
2019,2021,4,2,2,2,230,32,3,40000,1
2015,2021,4,6,2,5,203,30,1,40000,0
2019,2020,4,1,1,4,174,13,3,38000,0
2020,2021,4,1,1,4,174,24,1,39000,0
2018,2021,4,3,2,1,243,30,2,50000,0
2018,2020,2,2,2,2,232,43,2,38000,1
2016,2019,3,3,2,5,208,27,2,39000,0
2020,2021,2,1,1,3,179,21,3,34000,0
2019,2020,4,1,1,5,162,19,2,32000,0
2019,2020,3,1,1,1,196,12,1,39000,0
2020,2021,3,1,1,1,194,22,1,34000,1
2016,2018,4,2,2,1,248,42,1,62000,1
2020,2021,5,1,1,3,176,24,2,27000,0
2015,2021,2,6,2,0,285,36,1,39000,1
2019,2021,2,2,2,5,202,25,1,40000,0
2020,2021,4,1,1,0,218,19,2,30000,1
2015,2017,5,2,2,5,208,30,1,38000,0
2017,2019,4,2,2,0,259,45,3,38000,1
2015,2019,5,1,1,3,181,15,2,37000,0
2016,2017,5,1,1,4,172,14,1,32000,0
2020,2021,2,1,1,5,167,12,1,40000,0
2017,2020,2,3,2,3,234,34,3,39000,1
2016,2017,4,1,1,3,183,15,2,34000,0
2018,2021,2,3,2,1,244,31,1,39000,1
2016,2019,4,3,2,4,213,31,2,39000,0
2016,2019,4,3,2,3,239,36,2,50000,1
2016,2017,5,1,1,5,163,11,1,30000,0
2016,2017,3,1,1,4,172,18,2,38000,0
2018,2021,2,3,2,1,244,42,1,40000,1
2016,2017,3,1,1,1,192,19,2,33000,1
2020,2021,5,1,1,0,203,19,1,33000,1
2015,2021,4,6,2,5,207,29,2,39000,0
2020,2021,5,1,1,2,192,12,1,34000,0
2015,2016,4,1,1,3,180,13,2,40000,0
2017,2019,5,2,2,4,213,34,1,38000,0
2020,2021,5,1,1,4,173,20,3,37000,0
2018,2020,2,2,2,2,235,31,2,38000,1
2018,2019,5,1,1,5,164,19,1,32000,0
2020,2021,2,1,1,1,200,20,1,31000,1
2016,2019,2,3,2,1,245,45,1,38000,1
2020,2021,5,1,1,1,197,15,2,31000,0
2015,2018,3,3,2,4,216,39,2,39000,0
2020,2021,2,1,1,2,185,25,1,34000,1
2019,2020,4,1,1,4,168,20,2,33000,0
2019,2020,5,1,1,1,196,18,2,25000,1
2016,2021,2,5,2,5,207,23,3,39000,0
2018,2020,5,2,2,4,230,40,3,39000,1
2016,2017,2,1,1,1,194,22,2,36000,1
2020,2021,5,1,1,5,161,16,3,34000,0
2019,2020,4,1,1,4,176,15,1,39000,0
2020,2021,3,1,1,2,189,16,1,34000,0
2016,2018,2,2,2,3,235,41,1,38000,1
2015,2021,4,6,2,0,283,31,1,53000,1
2018,2019,2,1,1,4,174,13,2,32000,0
2018,2021,4,3,2,4,215,40,3,40000,0
2020,2021,4,1,1,5,162,15,3,32000,0
2018,2021,4,3,2,3,229,37,2,54000,1
2019,2020,2,1,1,5,162,14,1,31000,0
2017,2018,2,1,1,2,190,20,2,38000,1
2015,2019,4,1,1,1,192,25,1,31000,1
2017,2020,4,3,2,5,208,25,3,39000,0
2019,2020,5,1,1,1,197,16,3,36000,0
2015,2018,5,3,2,2,232,41,2,68000,1
2019,2020,2,1,1,0,204,10,1,31000,0
2020,2021,5,1,1,5,168,24,1,33000,0
2016,2021,5,5,2,2,236,33,1,49000,1
2018,2021,5,3,2,5,205,26,1,40000,0
2015,2021,5,6,2,4,217,43,1,39000,0
2017,2021,4,4,2,0,274,45,2,61000,1
2018,2020,4,2,2,2,234,36,1,45000,1
2016,2019,2,3,2,5,210,22,1,38000,0
2020,2021,4,1,1,4,171,19,3,39000,0
2017,2018,5,1,1,5,163,11,1,32000,0
2017,2021,5,4,2,5,210,28,3,39000,0
2020,2021,4,1,1,2,189,18,1,31000,1
2017,2018,3,1,1,0,202,17,2,32000,1
2015,2019,4,1,1,1,195,22,2,31000,1
2020,2021,2,1,1,0,208,15,3,35000,0
2017,2019,5,2,2,4,214,42,1,40000,0
2015,2020,3,5,2,0,272,38,2,51000,1
2017,2019,5,2,2,2,234,41,1,61000,1
2016,2018,2,2,2,0,284,43,1,39000,1
2018,2019,2,1,1,0,213,18,3,39000,0
2016,2020,3,4,2,3,227,41,1,51000,1
2018,2020,2,2,2,4,219,35,3,39000,0
2016,2019,3,3,2,4,225,32,2,38000,1
2020,2021,3,1,1,3,177,25,3,40000,0
2017,2020,3,3,2,5,203,25,2,38000,0
2020,2021,3,1,1,2,190,16,2,27000,0
2018,2019,4,1,1,0,211,24,2,31000,1
2020,2021,2,1,1,3,182,13,3,34000,0
2017,2019,5,2,2,3,220,33,1,52000,0
2015,2019,3,1,1,2,192,13,1,31000,0
2019,2020,2,1,1,1,199,10,2,33000,0
2015,2021,5,6,2,1,241,35,1,49000,1
2016,2017,5,1,1,2,185,11,2,39000,0
2017,2018,5,1,1,5,168,18,3,36000,0
2018,2019,3,1,1,2,187,19,2,32000,1
2018,2020,3,2,2,0,290,42,1,44000,1
2020,2021,5,1,1,1,196,10,1,31000,0
2018,2021,2,3,2,5,206,29,3,38000,0
2015,2021,3,6,2,5,203,26,2,38000,0
2018,2019,5,1,1,3,182,18,1,31000,1
2018,2021,4,3,2,4,217,30,1,40000,0
2016,2020,4,4,2,0,262,31,1,51000,1
2019,2020,4,1,1,5,160,17,2,36000,0
2015,2020,4,5,2,0,296,35,1,50000,1
2019,2021,4,2,2,3,229,39,1,46000,1
2019,2021,4,2,2,4,218,38,1,38000,0
2020,2021,4,1,1,3,181,10,1,38000,0
2019,2021,5,2,2,1,246,44,1,68000,1
2020,2021,5,1,1,4,174,17,1,30000,0
2016,2019,4,3,2,4,220,41,1,39000,0
2017,2021,2,4,2,4,226,38,2,38000,1
2020,2021,3,1,1,1,197,22,3,35000,0
2017,2019,3,2,2,0,250,31,3,39000,1
2019,2021,3,2,2,2,248,39,1,45000,1
2019,2021,5,2,2,2,234,44,1,65000,1
2018,2021,4,3,2,4,218,37,2,39000,0
2015,2017,3,2,2,3,228,45,1,44000,1
2019,2021,3,2,2,2,241,38,1,50000,1
2017,2019,3,2,2,1,240,34,1,41000,1
2020,2021,3,1,1,4,168,21,1,33000,0
2018,2021,4,3,2,5,204,25,2,39000,0
2017,2019,5,2,2,2,248,45,1,66000,1
2020,2021,3,1,1,2,190,21,3,36000,0
2019,2021,2,2,2,0,293,41,2,38000,1
2020,2021,2,1,1,2,189,20,3,38000,0
2019,2021,5,2,2,2,232,44,1,70000,1
2020,2021,3,1,1,1,199,15,2,36000,0
2016,2020,3,4,2,4,219,37,1,40000,0
2016,2019,3,3,2,2,238,44,2,43000,1
2018,2020,4,2,2,5,203,27,2,40000,0
2015,2019,3,1,1,3,184,16,3,33000,0
2020,2021,3,1,1,3,177,25,3,34000,0
2015,2019,4,1,1,2,192,12,1,35000,0
2016,2021,2,5,2,2,232,33,3,39000,1
2017,2021,2,4,2,3,237,41,1,40000,1
2020,2021,4,1,1,2,187,15,1,34000,0
2015,2018,2,3,2,0,288,35,3,38000,1
2020,2021,3,1,1,0,217,24,1,32000,1
2017,2018,5,1,1,0,203,23,3,31000,0
2016,2020,4,4,2,5,205,25,3,39000,0
2018,2021,5,3,2,4,216,39,1,40000,0
2018,2020,4,2,2,1,248,41,1,65000,1
2016,2020,2,4,2,5,206,22,1,39000,0
2018,2021,2,3,2,5,208,23,3,38000,0
2020,2021,5,1,1,3,182,14,1,33000,0
2017,2021,5,4,2,0,265,31,1,51000,1
2017,2019,3,2,2,3,235,32,2,49000,1
2018,2021,5,3,2,5,205,25,2,39000,0
2018,2020,3,2,2,3,222,30,3,39000,0
2017,2021,2,4,2,4,219,41,1,39000,0
2020,2021,3,1,1,0,219,15,1,35000,0
2018,2019,4,1,1,0,220,19,2,33000,1
2018,2019,4,1,1,0,210,20,3,30000,0
2015,2016,4,1,1,0,217,22,3,37000,0
2015,2018,4,3,2,0,273,32,3,39000,1
2019,2020,4,1,1,2,184,16,2,28000,0
2020,2021,4,1,1,0,215,14,2,32000,0
2015,2021,2,6,2,4,222,36,3,39000,1
2019,2020,2,1,1,0,207,22,1,34000,1
2015,2018,3,3,2,2,245,45,2,46000,1
2018,2020,2,2,2,0,262,39,3,38000,1
2019,2021,3,2,2,2,233,33,3,39000,1
2017,2019,2,2,2,0,261,33,3,39000,1
2019,2021,5,2,2,1,243,45,1,66000,1
2016,2019,3,3,2,3,234,41,2,42000,1
2016,2017,5,1,1,4,168,25,1,31000,0
2018,2019,3,1,1,1,195,24,2,27000,1
2016,2019,5,3,2,1,240,42,3,39000,1
2018,2021,3,3,2,4,216,40,2,39000,0
2019,2020,2,1,1,4,170,17,1,34000,0
2017,2021,5,4,2,3,239,43,2,42000,1
2019,2020,4,1,1,4,176,16,1,34000,0
2017,2018,3,1,1,5,162,21,2,38000,0
2017,2021,4,4,2,5,206,28,2,40000,0
2017,2021,5,4,2,3,220,42,1,43000,0
2015,2019,4,1,1,2,184,10,3,31000,0
2018,2021,2,3,2,0,259,31,2,40000,1
2020,2021,4,1,1,3,184,11,1,35000,0
2017,2021,4,4,2,4,218,38,1,40000,0
2018,2019,4,1,1,2,185,19,2,26000,1
2020,2021,4,1,1,4,168,20,1,30000,0
2015,2021,2,6,2,0,287,31,1,40000,1
2020,2021,5,1,1,3,178,20,1,33000,0
2019,2020,5,1,1,1,192,10,1,32000,0
2018,2020,3,2,2,5,207,22,1,39000,0
2016,2017,5,1,1,5,161,17,1,38000,0
2018,2020,2,2,2,2,241,43,1,40000,1
2017,2019,4,2,2,0,272,33,1,51000,1
